ParticipantPrivateID,randomiser_475f,ResponseButtonOrder,Sources,Trials_perBlock_,Blocks,MinimumSamples,MaximumSamples,RT,Stimulus,NoOfStimuli,CorrectResponse,TrialType,TrialIndex,Block,TrialNumber,Sample_Reliability,Sample_Color,Sample_NumColor,SliderResponse,PosteriorBlue
14785292,Button0Red,1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,7,6,6,38660.7999999523,red,6,0,js-scroll-button-response-revised,118,2,1,65           65           55           65           50           75,redblueredbluebluered,0  1  0  1  1  0,50,33.6206896551724
14785292,Button0Red,1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,7,6,6,4228.20000004768,blue,6,1,js-scroll-button-response-revised,120,2,1,65  60  75  50  50  70,redredblueredblueblue,0  0  1  0  1  1,50,71.5328467153285
14785292,Button0Red,1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,7,6,6,4364.70000004768,blue,6,1,js-scroll-button-response-revised,122,2,1,55           75           55           75           50           75,redblueblueblueredblue,0  1  1  1  0  1,66,96.4285714285714
14785292,Button0Red,1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,7,6,6,4316.79999995232,red,6,0,js-scroll-button-response-revised,124,2,1,65  50  65  60  50  70,blueredredredbluered,1  0  0  0  1  0,30,22.2222222222222
14785292,Button0Red,1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,7,6,6,6531.69999992847,red,6,0,js-scroll-button-response-revised,126,2,1,70  60  60  65  65  75,redblueblueredbluered,0  1  1  0  1  0,42,24.3243243243243
14785292,Button0Red,1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,7,6,6,10804.6000000238,blue,6,1,js-scroll-button-response-revised,128,2,1,55           55           65           60           75           50,redredblueblueblueblue,0  0  1  1  1  1,80,84.835735386268
14785292,Button0Red,1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,7,6,6,29141.1000000238,red,6,0,js-scroll-button-response-revised,130,2,1,50  50  75  75  65  75,redblueredblueredred,0  1  0  1  0  0,34,15.2173913043478
14785292,Button0Red,1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,7,6,6,13053.2999999523,red,6,0,js-scroll-button-response-revised,132,2,1,50  60  50  50  60  70,redblueredblueblueblue,0  1  0  1  1  1,64,84
14785292,Button0Red,1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,7,6,6,30771.8999999762,blue,6,1,js-scroll-button-response-revised,134,2,1,60  50  60  50  50  65,blueredredredredblue,1  0  0  0  0  1,41,65
14785292,Button0Red,1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,7,6,6,3596.5,blue,6,1,js-scroll-button-response-revised,136,2,1,65  75  60  65  50  60,blueblueblueredbluered,1  1  1  0  1  0,69,75
14785292,Button0Red,1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,7,6,6,57706.7999999523,red,6,0,js-scroll-button-response-revised,138,2,1,60           70           60           65           60           55,redbluebluebluebluered,0  1  1  1  1  0,63,84.1726618705036
14785292,Button0Red,1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,7,6,6,63931,blue,6,1,js-scroll-button-response-revised,140,2,1,60           50           75           55           65           70,redredblueblueredblue,0  0  1  1  0  1,50,75.4373687893632
14785292,Button0Red,1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,7,6,6,4340,red,6,0,js-scroll-button-response-revised,142,2,1,55           70           65           55           70           50,blueredblueblueredblue,1  0  1  1  0  1,50,33.755364806867
14785292,Button0Red,1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,7,6,6,3772.70000004768,red,6,0,js-scroll-button-response-revised,144,2,1,55           50           75           65           55           70,redblueredredredred,0  1  0  0  0  0,16,4.89721886336155
14785292,Button0Red,1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,7,6,6,4173.89999997616,blue,6,1,js-scroll-button-response-revised,146,2,1,60           50           70           60           75           55,blueredredblueredblue,1  0  0  1  0  1,50,28.2051282051282
14785292,Button0Red,1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,7,6,6,4165.5,red,6,0,js-scroll-button-response-revised,148,2,1,70  70  65  60  60  65,redredredredbluered,0  0  0  0  1  0,14,5.0561797752809
14785292,Button0Red,1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,7,6,6,3820.30000007153,blue,6,1,js-scroll-button-response-revised,150,2,1,65  75  70  65  50  50,blueblueblueredbluered,1  1  1  0  1  0,69,87.5
14785292,Button0Red,1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,7,6,6,4860.20000004768,blue,6,1,js-scroll-button-response-revised,152,2,1,60           70           55           70           70           60,blueredredblueblueblue,1  0  0  1  1  1,70,81.1158798283262
14785292,Button0Red,1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,7,6,6,239625.100000024,blue,6,1,js-scroll-button-response-revised,154,2,1,70  60  75  75  75  70,blueredblueredredblue,1  0  1  0  0  1,50,54.7486033519553
14785292,Button0Red,1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,7,6,6,11211.4000000954,blue,6,1,js-scroll-button-response-revised,156,2,1,55           50           70           70           60           60,blueblueredredredblue,1  1  0  0  0  1,50,18.3333333333333
14785292,Button0Red,1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,7,6,6,53893.1000000238,red,6,0,js-scroll-button-response-revised,158,2,1,65  70  50  70  50  75,redredblueredredblue,0  0  1  0  0  1,26,22.8813559322034
14785292,Button0Red,1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,7,6,6,88994.7999999523,blue,6,1,js-scroll-button-response-revised,160,2,1,65  60  50  50  70  50,redbluebluebluebluered,0  1  1  1  1  0,70,65.3333333333333
