ParticipantPrivateID,randomiser_475f,ResponseButtonOrder,Sources,Trials_perBlock_,Blocks,MinimumSamples,MaximumSamples,RT,Stimulus,Response,NoOfStimuli,CorrectResponse,TrialType,TrialIndex,Accuracy,Block,TrialNumber,Sample_Reliability,Sample_Color,Sample_NumColor,SliderResponse,SliderResp_50to100,PosteriorBlue
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,12958.3000000119,red,1,6,1,js-scroll-button-response,3,1,1,1,75           75           60           55           55           55,redredredredredred,1  1  1  1  1  1,90,95,0.0389891696750902
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,7699.59999999404,blue,0,6,0,js-scroll-button-response,6,1,1,2,75           55           50           75           75           65,blueredredredblueblue,0  1  1  1  0  0,71,85.5,0.820093457943925
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,18320.3000000119,red,0,6,1,js-scroll-button-response,9,0,1,3,50  60  70  75  50  70,redredblueredblueblue,1  1  0  1  0  0,76,88,0.547486033519553
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,11273.900000006,red,0,6,1,js-scroll-button-response,12,0,1,4,70           60           55           60           75           55,blueblueblueblueredblue,0  0  0  0  1  0,90,95,0.72331340734415
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,17880.5,red,0,6,1,js-scroll-button-response,15,0,1,5,60           65           60           55           55           55,blueredblueblueredblue,0  1  0  0  1  0,76,88,0.596899224806202
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,6682.29999998212,blue,0,6,0,js-scroll-button-response,18,1,1,6,65           50           55           65           75           50,redblueblueblueblueblue,1  0  0  0  0  0,72,86,0.785714285714286
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,7295.39999997616,blue,0,6,0,js-scroll-button-response,21,1,1,7,50           75           65           65           55           75,blueblueblueredredblue,0  0  0  1  1  0,88,94,0.880434782608696
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,68803.2999999821,red,1,6,1,js-scroll-button-response,24,1,1,8,65           50           55           50           55           50,redredredblueredred,1  1  1  0  1  1,80,90,0.264953271028037
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,53372.3000000119,red,1,6,1,js-scroll-button-response,27,1,1,9,55           65           60           70           50           70,blueredblueredbluered,0  1  0  1  0  1,83,91.5,0.153488372093023
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,108642.400000006,blue,1,6,0,js-scroll-button-response,30,0,1,10,65           75           55           70           55           50,redredredbluebluered,1  1  1  0  0  1,82,91,0.295180722891566
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,14357,blue,1,6,0,js-scroll-button-response,33,0,1,11,50  75  50  75  75  60,redblueredblueredred,1  0  1  0  1  1,82,91,0.666666666666667
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,125081.200000018,blue,0,6,0,js-scroll-button-response,36,1,1,12,60           65           75           55           65           55,blueblueblueredbluered,0  0  0  1  0  1,84,92,0.912201334231706
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,137489.200000018,blue,0,6,0,js-scroll-button-response,39,1,1,13,70  75  70  60  75  65,blueredbluebluebluered,0  1  0  0  0  1,60,80,0.814726840855107
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,13020.7000000179,blue,1,6,0,js-scroll-button-response,42,0,1,14,75           65           70           55           75           60,redredredbluebluered,1  1  1  0  0  1,87,93.5,0.158273381294964
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,42065.8999999762,red,0,6,1,js-scroll-button-response,45,0,1,15,70           65           65           65           65           55,redredblueblueredred,1  1  0  0  1  1,73,86.5,0.259615384615385
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,5733.29999998212,blue,0,6,0,js-scroll-button-response,48,1,1,16,75  70  50  75  50  65,blueblueredblueredblue,0  0  1  0  1  0,81,90.5,0.975
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,8308.10000002384,red,1,6,1,js-scroll-button-response,51,1,1,17,50           55           75           55           75           55,blueredredblueredblue,0  1  1  0  1  0,76,88,0.119565217391304
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,60211.8000000119,red,0,6,1,js-scroll-button-response,54,0,1,18,65           55           55           50           55           70,blueblueblueredredred,0  0  0  1  1  1,76,88,0.493103448275862
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,12199,blue,0,6,0,js-scroll-button-response,57,1,1,19,55           70           60           60           75           60,blueblueredredbluered,0  0  1  1  0  1,77,88.5,0.717112922002328
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,150783.299999982,red,1,6,1,js-scroll-button-response,60,1,1,20,50           60           55           55           60           50,redredblueblueredblue,1  1  0  0  1  0,56,78,0.399010717230008
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,7637.69999998808,red,0,6,1,js-scroll-button-response,63,0,1,21,60  50  60  70  50  70,blueredredblueblueblue,0  1  1  0  0  0,84,92,0.844827586206896
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,144162.200000018,blue,0,6,0,js-scroll-button-response,66,1,1,22,60           65           55           75           65           50,redblueblueblueblueblue,1  0  0  0  0  0,81,90.5,0.89396489540755
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,45446.599999994,red,1,6,1,js-scroll-button-response,69,1,1,23,55           70           50           75           50           70,redredblueredbluered,1  1  0  1  0  1,83,91.5,0.0477031802120141
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,200418.400000006,red,1,6,1,js-scroll-button-response,72,1,1,24,50           55           70           65           60           65,blueredredredredred,0  1  1  1  1  1,77,88.5,0.0634760705289672
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,5685.59999999404,red,1,6,1,js-scroll-button-response,75,1,1,25,50           75           75           70           70           55,blueredredredbluered,0  1  1  1  0  1,57,78.5,0.0833333333333333
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,6415.30000001192,blue,0,6,0,js-scroll-button-response,78,1,1,26,55           55           70           60           75           55,redredblueredblueblue,1  1  0  1  0  0,73,86.5,0.792452830188679
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,40078.099999994,red,0,6,1,js-scroll-button-response,81,0,1,27,55           65           75           60           55           65,redredblueblueblueblue,1  1  0  0  0  0,77,88.5,0.818181818181818
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,8957.69999998808,red,1,6,1,js-scroll-button-response,84,1,1,28,70           65           50           60           55           70,redredredblueredblue,1  1  1  0  1  0,76,88,0.397894736842105
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,4485.5,blue,0,6,0,js-scroll-button-response,87,1,1,29,70           70           55           75           70           65,redblueredblueredblue,1  0  1  0  1  0,56,78,0.66143216080402
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,5990.79999998212,blue,0,6,0,js-scroll-button-response,90,1,1,30,50           75           60           50           55           60,blueredredbluebluered,0  1  1  0  0  1,50,75,0.153310104529617
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,29689.7000000179,red,1,6,1,js-scroll-button-response,93,1,1,31,55           55           55           75           60           75,redredblueredbluered,1  1  0  1  0  1,65,82.5,0.12
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,5735.40000000596,blue,0,6,0,js-scroll-button-response,96,1,1,32,70  65  65  75  50  70,blueredblueblueredblue,0  1  0  0  1  0,64,82,0.942307692307692
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,72125.400000006,red,1,6,1,js-scroll-button-response,99,1,1,33,75           75           55           55           50           55,redredredblueredblue,1  1  1  0  1  0,81,90.5,0.119565217391304
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,5515.80000001192,red,1,6,1,js-scroll-button-response,102,1,1,34,60  75  60  75  75  60,redredblueblueredred,1  1  0  0  1  1,69,84.5,0.181818181818182
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,35365.099999994,blue,1,6,0,js-scroll-button-response,105,0,1,35,55           65           50           70           55           55,redblueblueredredred,1  0  0  1  1  1,67,83.5,0.303587827015483
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,19955.900000006,red,1,6,1,js-scroll-button-response,108,1,1,36,60  50  60  60  50  60,redredredredredblue,1  1  1  1  1  0,77,88.5,0.307692307692308
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,56898.400000006,blue,0,6,0,js-scroll-button-response,111,1,1,37,50           50           75           65           55           55,blueredblueblueredred,0  1  0  0  1  1,76,88,0.788567149276086
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,164249.699999988,blue,0,6,0,js-scroll-button-response,114,1,1,38,60           55           75           60           65           65,blueblueblueredblueblue,0  0  0  1  0  0,71,85.5,0.926719840478564
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,3781.80000001192,blue,0,6,0,js-scroll-button-response,117,1,1,39,50  60  70  70  70  75,blueblueredblueblueblue,0  0  1  0  0  0,76,88,0.91304347826087
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,4796.5,blue,0,6,0,js-scroll-button-response,120,1,1,40,60           65           60           55           60           60,blueblueblueblueblueblue,0  0  0  0  0  0,58,79,0.919942816297355
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,5279.30000001192,blue,0,6,0,js-scroll-button-response,124,1,2,41,50  70  70  50  75  50,blueblueblueredredblue,0  0  0  1  1  0,70,85,0.644736842105263
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,3833.20000001788,red,0,6,1,js-scroll-button-response,127,0,2,42,70  50  75  65  65  50,redblueblueblueredred,1  0  0  0  1  1,55,77.5,0.5625
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,40813.6999999881,blue,1,6,0,js-scroll-button-response,130,0,2,43,50  50  60  75  65  50,redredredblueredblue,1  1  1  0  1  0,46,73,0.518518518518519
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,13649.099999994,red,1,6,1,js-scroll-button-response,133,1,2,44,60  50  75  50  75  75,redblueredredredred,1  0  1  1  1  1,68,84,0.0240963855421687
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,6464.09999999404,blue,0,6,0,js-scroll-button-response,136,1,2,45,50  60  65  60  70  50,bluebluebluebluebluered,0  0  0  0  0  1,68,84,0.906976744186047
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,4963.90000000596,red,0,6,1,js-scroll-button-response,139,0,2,46,75  60  65  75  70  65,redblueblueredbluered,1  0  0  1  0  1,71,85.5,0.28
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,16951,red,0,6,1,js-scroll-button-response,142,0,2,47,60           55           60           75           50           55,redredblueredblueblue,1  1  0  1  0  0,74,87,0.25
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,6744.5,red,1,6,1,js-scroll-button-response,145,1,2,48,65           65           65           55           75           75,redredblueblueredred,1  1  0  0  1  1,60,80,0.068141592920354
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,6759.59999999404,blue,0,6,0,js-scroll-button-response,148,1,2,49,50  50  50  70  65  70,blueredredredblueblue,0  1  1  1  0  0,67,83.5,0.65
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,4694.30000001192,blue,0,6,0,js-scroll-button-response,151,1,2,50,55           50           65           70           50           55,blueblueblueblueredred,0  0  0  0  1  1,64,82,0.8125
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,33430.5,blue,0,6,0,js-scroll-button-response,154,1,2,51,65  60  60  75  70  70,redblueblueredblueblue,1  0  0  1  0  0,73,86.5,0.687374749498998
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,6101.09999999404,blue,0,6,0,js-scroll-button-response,157,1,2,52,65           75           75           70           65           55,redbluebluebluebluered,1  0  0  0  0  1,52,76,0.945
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,7956.70000001788,red,1,6,1,js-scroll-button-response,160,1,2,53,50  70  65  50  60  50,blueredblueblueredred,0  1  0  0  1  1,69,84.5,0.346666666666667
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,8001.40000000596,red,0,6,1,js-scroll-button-response,163,0,2,54,75  65  70  70  70  50,blueblueblueredbluered,0  0  0  1  0  1,53,76.5,0.928571428571429
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,6228,red,1,6,1,js-scroll-button-response,166,1,2,55,60           50           65           55           65           70,redredredblueredblue,1  1  1  0  1  0,69,84.5,0.355356722392277
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,4821.5,red,1,6,1,js-scroll-button-response,169,1,2,56,60           70           70           55           55           75,blueredredredredred,0  1  1  1  1  1,66,83,0.0579168983872249
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,71888.6999999881,blue,0,6,0,js-scroll-button-response,172,1,2,57,70           55           50           70           75           50,blueblueblueblueblueblue,0  0  0  0  0  0,74,87,0.952296819787986
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,30069.099999994,blue,0,6,0,js-scroll-button-response,175,1,2,58,50           65           60           75           55           60,blueredredblueredblue,0  1  1  0  1  0,73,86.5,0.569277108433735
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,4800.90000000596,blue,0,6,0,js-scroll-button-response,178,1,2,59,60  65  60  60  75  65,redblueredredblueblue,1  0  1  1  0  0,70,85,0.75404350250976
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,66111.5,red,1,6,1,js-scroll-button-response,181,1,2,60,50  70  75  70  65  50,redredredredblueblue,1  1  1  1  0  0,76,88,0.102094240837696
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,14397.599999994,red,1,6,1,js-scroll-button-response,184,1,2,61,75           75           75           55           65           60,blueredredblueredred,0  1  1  0  1  1,78,89,0.127589063794532
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,3708.19999998808,red,1,6,1,js-scroll-button-response,187,1,2,62,65  75  60  65  60  70,redredredredblueblue,1  1  1  1  0  0,71,85.5,0.184012875536481
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,39218.8999999762,blue,0,6,0,js-scroll-button-response,190,1,2,63,70           50           55           70           70           50,blueblueblueblueblueblue,0  0  0  0  0  0,83,91.5,0.93949203187251
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,4336.79999998212,blue,0,6,0,js-scroll-button-response,193,1,2,64,75           70           75           50           60           55,blueredblueblueredblue,0  1  0  0  1  0,74,87,0.758620689655172
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,71693,red,1,6,1,js-scroll-button-response,196,1,2,65,60           65           55           75           55           60,blueredblueredredblue,0  1  0  1  1  0,67,83.5,0.287671232876712
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,78186.900000006,red,1,6,1,js-scroll-button-response,199,1,2,66,75           65           55           55           50           70,redredredredbluered,1  1  1  1  0  1,82,91,0.0489721886336155
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,43942.900000006,red,1,6,1,js-scroll-button-response,202,1,2,67,75           50           65           65           55           75,blueblueredblueredred,0  0  1  0  1  1,80,90,0.45
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,31982.3000000119,blue,1,6,0,js-scroll-button-response,205,0,2,68,60           55           60           75           60           65,blueredredredredred,0  1  1  1  1  1,80,90,0.089171974522293
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,15863.7999999821,red,1,6,1,js-scroll-button-response,208,1,2,69,75           60           75           60           75           55,redblueblueredredred,1  0  0  1  1  1,78,89,0.214285714285714
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,3880.80000001192,red,0,6,1,js-scroll-button-response,211,0,2,70,70  50  60  75  60  75,blueblueredblueredred,0  0  1  0  1  1,70,85,0.509090909090909
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,4780.09999999404,blue,0,6,0,js-scroll-button-response,214,1,2,71,50           75           55           70           60           50,blueblueblueredredblue,0  0  0  1  1  0,67,83.5,0.511627906976744
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,61040.1999999881,blue,1,6,0,js-scroll-button-response,217,0,2,72,50           55           50           60           65           75,redblueredbluebluered,1  0  1  0  0  1,71,85.5,0.531598513011152
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,29916.5,blue,1,6,0,js-scroll-button-response,220,0,2,73,60           75           70           55           55           70,redredbluebluebluered,1  1  0  0  0  1,73,86.5,0.249227600411947
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,20618.900000006,blue,0,6,0,js-scroll-button-response,223,1,2,74,50           65           65           75           65           55,redredblueblueblueblue,1  1  0  0  0  0,47,73.5,0.871951219512195
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,8179.59999999404,blue,0,6,0,js-scroll-button-response,226,1,2,75,55           75           70           60           65           55,blueblueblueredblueblue,0  0  0  1  0  0,73,86.5,0.928297432871053
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,10276.900000006,blue,0,6,0,js-scroll-button-response,229,1,2,76,65           50           60           65           60           55,redblueredredblueblue,1  0  1  1  0  0,79,89.5,0.261650485436893
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,49661.2000000179,red,1,6,1,js-scroll-button-response,232,1,2,77,65           50           55           70           50           55,redblueredredbluered,1  0  1  1  0  1,72,86,0.133810572687225
12730915,Button0Blue,0,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.60, ""Source4"": 0.65, ""Source5"": 0.70, ""Source6"": 0.75}",40,6,6,6,19256.8000000119,blue,0,6,0,js-scroll-button-response,235,1,2,78,70           55           65           70           65           75,redblueblueblueblueblue,1  0  0  0  0  0,80,90,0.926719840478564
