"","ParticipantPrivateID","randomiser_475f","ResponseButtonOrder","Sources","Trials_perBlock_","Blocks","MinimumSamples","MaximumSamples","RT","Stimulus","NoOfStimuli","CorrectResponse","TrialType","TrialIndex","Block","TrialNumber","proba_1","proba_2","proba_3","proba_4","proba_5","proba_6","Sample_Color","Sample_NumColor","SliderResponse","PosteriorBlue","color_1","color_2","color_3","color_4","color_5","color_6"
"15",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,22705,"red",6,0,"js-scroll-button-response-revised",31,1,1,50,55,55,65,55,55,"redredblueredredred","0  0  1  0  0  0",15,26.4953271028037,"red","red","blue","red","red","red"
"16",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,10150.700000003,"blue",6,1,"js-scroll-button-response-revised",33,1,1,55,65,50,55,50,55,"blueredredblueredred","1  0  0  1  0  0",19,39.6907216494845,"blue","red","red","blue","red","red"
"17",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,7479.69999999925,"blue",6,1,"js-scroll-button-response-revised",35,1,1,65,50,50,65,55,65,"blueredbluebluebluered","1  0  1  1  1  0",81,69.4174757281553,"blue","red","blue","blue","blue","red"
"18",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,10871,"red",6,0,"js-scroll-button-response-revised",37,1,1,50,55,50,55,50,55,"redredredredredred","0  0  0  0  0  0",2,35.3883495145631,"red","red","red","red","red","red"
"19",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,7335.69999999925,"red",6,0,"js-scroll-button-response-revised",39,1,1,65,65,55,55,50,50,"redredredbluebluered","0  0  0  1  1  0",18,22.4770642201835,"red","red","red","blue","blue","red"
"20",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,10990.299999997,"blue",6,1,"js-scroll-button-response-revised",41,1,1,50,65,50,55,50,55,"blueblueredblueredred","1  1  0  1  0  0",48,65,"blue","blue","red","blue","red","red"
"21",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,6535.30000000075,"red",6,0,"js-scroll-button-response-revised",43,1,1,50,50,65,65,55,55,"blueredredblueredred","1  0  0  1  0  0",31,40.0990099009901,"blue","red","red","blue","red","red"
"22",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,21874.1000000015,"red",6,0,"js-scroll-button-response-revised",45,1,1,55,55,55,55,50,55,"redblueblueredbluered","0  1  1  0  1  0",58,45,"red","blue","blue","red","blue","red"
"23",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,8505.10000000149,"blue",6,1,"js-scroll-button-response-revised",47,1,1,50,55,55,65,50,55,"redbluebluebluebluered","0  1  1  1  1  0",70,69.4174757281554,"red","blue","blue","blue","blue","red"
"24",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,8869.69999999925,"blue",6,1,"js-scroll-button-response-revised",49,1,1,65,65,55,50,55,65,"blueblueredredbluered","1  1  0  0  1  0",52,65,"blue","blue","red","red","blue","red"
"25",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,7134.5,"blue",6,1,"js-scroll-button-response-revised",51,1,1,50,55,55,55,55,55,"redredredredblueblue","0  0  0  0  1  1",30,45,"red","red","red","red","blue","blue"
"26",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,9930.80000000075,"red",6,0,"js-scroll-button-response-revised",53,1,1,55,55,50,55,65,55,"blueredblueblueblueblue","1  0  1  1  1  1",80,73.5046728971963,"blue","red","blue","blue","blue","blue"
"27",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,14366.1999999993,"red",6,0,"js-scroll-button-response-revised",55,1,1,55,55,55,55,50,65,"blueredredbluebluered","1  0  0  1  1  0",55,35,"blue","red","red","blue","blue","red"
"28",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,11535.8000000007,"red",6,0,"js-scroll-button-response-revised",57,1,1,55,55,50,65,55,65,"redblueblueredbluered","0  1  1  0  1  0",80,26.1650485436893,"red","blue","blue","red","blue","red"
"29",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,16937.8000000007,"blue",6,1,"js-scroll-button-response-revised",59,1,1,50,55,50,65,55,50,"blueredredblueredred","1  0  0  1  0  0",65,55.4210526315789,"blue","red","red","blue","red","red"
"30",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,13960.5999999978,"red",6,0,"js-scroll-button-response-revised",61,1,1,65,65,65,50,55,65,"redblueredblueredred","0  1  0  1  0  0",25,19.1739130434783,"red","blue","red","blue","red","red"
"31",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,5624.19999999925,"red",6,0,"js-scroll-button-response-revised",63,1,1,50,65,55,55,65,50,"redredblueblueblueblue","0  0  1  1  1  1",61,59.9009900990099,"red","red","blue","blue","blue","blue"
"32",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,6276.69999999925,"red",6,0,"js-scroll-button-response-revised",65,1,1,50,50,50,55,50,55,"blueblueblueblueredred","1  1  1  1  0  0",77,50,"blue","blue","blue","blue","red","red"
"33",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,7600.69999999925,"blue",6,1,"js-scroll-button-response-revised",67,1,1,65,65,55,50,50,65,"blueblueredblueredblue","1  1  0  1  0  1",73,83.9760468869447,"blue","blue","red","blue","red","blue"
"34",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,9921.40000000224,"blue",6,1,"js-scroll-button-response-revised",69,1,1,55,55,50,50,55,65,"redblueredredbluered","0  1  0  0  1  0",51,39.6907216494845,"red","blue","red","red","blue","red"
"35",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,8930,"blue",6,1,"js-scroll-button-response-revised",71,1,1,50,55,55,50,55,50,"blueblueblueredredred","1  1  1  0  0  0",53,55,"blue","blue","blue","red","red","red"
"36",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,16263.1999999993,"blue",6,1,"js-scroll-button-response-revised",73,1,1,65,55,50,55,55,65,"redredredredredblue","0  0  0  0  0  1",21,35.3883495145631,"red","red","red","red","red","blue"
"37",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,7493.70000000298,"blue",6,1,"js-scroll-button-response-revised",75,1,1,65,65,50,65,55,55,"blueblueblueblueblueblue","1  1  1  1  1  1",84,90.5377699066821,"blue","blue","blue","blue","blue","blue"
"38",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,6871.69999999925,"red",6,0,"js-scroll-button-response-revised",77,1,1,55,55,50,50,65,65,"redredredredbluered","0  0  0  0  1  0",30,40.0990099009901,"red","red","red","red","blue","red"
"39",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,8029.39999999851,"red",6,0,"js-scroll-button-response-revised",79,1,1,50,50,50,65,65,50,"blueblueblueblueredblue","1  1  1  1  0  1",87,50,"blue","blue","blue","blue","red","blue"
"40",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,21014.299999997,"blue",6,1,"js-scroll-button-response-revised",81,1,1,65,50,65,65,55,50,"blueredblueblueredblue","1  0  1  1  0  1",76,83.9760468869447,"blue","red","blue","blue","red","blue"
"41",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,13850.700000003,"red",6,0,"js-scroll-button-response-revised",84,2,1,50,50,50,65,50,55,"blueblueblueredredblue","1  1  1  0  0  1",72,39.6907216494845,"blue","blue","blue","red","red","blue"
"42",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,10388.8000000045,"red",6,0,"js-scroll-button-response-revised",86,2,1,65,50,55,65,55,50,"blueblueredredbluered","1  1  0  0  1  0",76,50,"blue","blue","red","red","blue","red"
"43",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,6323.69999999553,"blue",6,1,"js-scroll-button-response-revised",88,2,1,55,55,65,55,55,65,"redblueblueblueblueblue","0  1  1  1  1  1",87,83.7455975100336,"red","blue","blue","blue","blue","blue"
"44",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,6198.70000000298,"blue",6,1,"js-scroll-button-response-revised",90,2,1,65,55,50,55,55,55,"blueredredblueblueblue","1  0  0  1  1  1",78,73.5046728971963,"blue","red","red","blue","blue","blue"
"45",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,10136.6999999955,"blue",6,1,"js-scroll-button-response-revised",92,2,1,65,55,55,55,65,50,"blueredblueblueredred","1  0  1  1  0  0",58,55,"blue","red","blue","blue","red","red"
"46",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,8533.10000000149,"blue",6,1,"js-scroll-button-response-revised",94,2,1,50,65,65,55,65,50,"redblueblueblueredblue","0  1  1  1  0  1",70,69.4174757281553,"red","blue","blue","blue","red","blue"
"47",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,10402.099999994,"red",6,0,"js-scroll-button-response-revised",96,2,1,65,50,65,55,65,55,"blueblueredredredblue","1  1  0  0  0  1",69,35,"blue","blue","red","red","red","blue"
"48",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,7616.39999999851,"red",6,0,"js-scroll-button-response-revised",98,2,1,55,50,65,65,50,50,"redblueredblueredred","0  1  0  1  0  0",37,45,"red","blue","red","blue","red","red"
"49",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,6931.60000000149,"blue",6,1,"js-scroll-button-response-revised",100,2,1,55,65,55,50,65,65,"redbluebluebluebluered","0  1  1  1  1  0",50,65,"red","blue","blue","blue","blue","red"
"50",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,7681.79999999702,"blue",6,1,"js-scroll-button-response-revised",102,2,1,55,65,55,50,55,55,"blueblueblueredredblue","1  1  1  0  0  1",71,73.5046728971963,"blue","blue","blue","red","red","blue"
"51",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,8325.10000000149,"blue",6,1,"js-scroll-button-response-revised",104,2,1,65,50,65,65,55,65,"blueblueredblueredblue","1  1  0  1  0  1",81,73.8349514563107,"blue","blue","red","blue","red","blue"
"52",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,7724.70000000298,"red",6,0,"js-scroll-button-response-revised",106,2,1,55,55,65,50,65,65,"redblueredbluebluered","0  1  0  1  1  0",79,35,"red","blue","red","blue","blue","red"
"53",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,5984.5,"blue",6,1,"js-scroll-button-response-revised",108,2,1,55,65,55,65,50,55,"redbluebluebluebluered","0  1  1  1  1  0",82,73.8349514563107,"red","blue","blue","blue","blue","red"
"54",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,6346.80000000447,"red",6,0,"js-scroll-button-response-revised",110,2,1,55,65,50,65,55,50,"blueblueblueredbluered","1  1  1  0  1  0",63,59.9009900990099,"blue","blue","blue","red","blue","red"
"55",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,12505,"blue",6,1,"js-scroll-button-response-revised",112,2,1,65,65,55,50,50,50,"blueblueredblueredblue","1  1  0  1  0  1",74,73.8349514563107,"blue","blue","red","blue","red","blue"
"56",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,10037.8000000045,"red",6,0,"js-scroll-button-response-revised",114,2,1,65,50,50,65,65,55,"redredredblueblueblue","0  0  0  1  1  1",68,69.4174757281553,"red","red","red","blue","blue","blue"
"57",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,10469.3000000045,"red",6,0,"js-scroll-button-response-revised",116,2,1,50,65,65,65,65,50,"blueredredblueredblue","1  0  0  1  0  1",75,22.4770642201835,"blue","red","red","blue","red","blue"
"58",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,6324.29999999702,"red",6,0,"js-scroll-button-response-revised",118,2,1,50,50,65,65,50,65,"blueredblueblueredred","1  0  1  1  0  0",60,65,"blue","red","blue","blue","red","red"
"59",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,7794.39999999851,"red",6,0,"js-scroll-button-response-revised",120,2,1,65,55,65,50,50,50,"blueblueredredredred","1  1  0  0  0  0",20,55,"blue","blue","red","red","red","red"
"60",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,7155.20000000298,"blue",6,1,"js-scroll-button-response-revised",122,2,1,50,55,65,65,50,55,"blueblueredbluebluered","1  1  0  1  1  0",75,50,"blue","blue","red","blue","blue","red"
"61",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,7206.89999999851,"red",6,0,"js-scroll-button-response-revised",124,2,1,50,55,55,65,55,50,"blueredblueblueredblue","1  0  1  1  0  1",76,60.3092783505155,"blue","red","blue","blue","red","blue"
"62",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,6575.39999999851,"blue",6,1,"js-scroll-button-response-revised",126,2,1,50,55,50,55,55,50,"blueblueredredredred","1  1  0  0  0  0",33,45,"blue","blue","red","red","red","red"
"63",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,7364.09999999404,"blue",6,1,"js-scroll-button-response-revised",128,2,1,65,50,65,55,50,50,"blueblueredredredred","1  1  0  0  0  0",39,45,"blue","blue","red","red","red","red"
"64",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,15432.299999997,"blue",6,1,"js-scroll-button-response-revised",130,2,1,55,65,55,55,55,65,"redredblueredblueblue","0  0  1  0  1  1",49,50,"red","red","blue","red","blue","blue"
"65",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,10171.1999999955,"red",6,0,"js-scroll-button-response-revised",132,2,1,50,55,55,50,65,65,"blueblueredredbluered","1  1  0  0  1  0",49,50,"blue","blue","red","red","blue","red"
"66",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,8325.40000000596,"red",6,0,"js-scroll-button-response-revised",134,2,1,65,65,65,65,65,55,"blueblueblueblueredblue","1  1  1  1  0  1",66,88.6732222792985,"blue","blue","blue","blue","red","blue"
"67",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,7871.89999999851,"blue",6,1,"js-scroll-button-response-revised",136,2,1,65,65,50,65,50,55,"blueblueblueredredred","1  1  1  0  0  0",48,60.3092783505155,"blue","blue","blue","red","red","red"
"68",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,17199.3000000045,"red",6,0,"js-scroll-button-response-revised",138,2,1,65,55,55,50,65,55,"blueblueblueblueblueblue","1  1  1  1  1  1",69,86.2959410726617,"blue","blue","blue","blue","blue","blue"
"69",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,7365.5,"red",6,0,"js-scroll-button-response-revised",140,2,1,65,50,55,50,65,55,"blueredredbluebluered","1  0  0  1  1  0",51,69.7777551228464,"blue","red","red","blue","blue","red"
"70",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,7829.80000000447,"blue",6,1,"js-scroll-button-response-revised",142,2,1,65,65,50,55,50,55,"blueredredredredblue","1  0  0  0  0  1",35,50,"blue","red","red","red","red","blue"
"71",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,8110.10000000149,"blue",6,1,"js-scroll-button-response-revised",144,2,1,65,55,65,55,55,55,"blueblueblueblueredred","1  1  1  1  0  0",65,77.5229357798165,"blue","blue","blue","blue","red","red"
"72",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,17498.200000003,"blue",6,1,"js-scroll-button-response-revised",146,2,1,65,55,50,50,55,55,"blueblueredbluebluered","1  1  0  1  1  0",73,69.4174757281553,"blue","blue","red","blue","blue","red"
"73",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,9842,"blue",6,1,"js-scroll-button-response-revised",148,2,1,65,55,65,50,50,65,"blueblueblueredblueblue","1  1  1  0  1  1",79,88.6732222792984,"blue","blue","blue","red","blue","blue"
"74",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,8150.29999999702,"red",6,0,"js-scroll-button-response-revised",150,2,1,55,50,50,50,50,50,"blueredredblueredblue","1  0  0  1  0  1",54,55,"blue","red","red","blue","red","blue"
"75",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,9192,"red",6,0,"js-scroll-button-response-revised",152,2,1,65,50,50,50,55,65,"redblueblueblueredblue","0  1  1  1  0  1",64,45,"red","blue","blue","blue","red","blue"
"76",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,15412.200000003,"blue",6,1,"js-scroll-button-response-revised",154,2,1,55,50,50,50,50,50,"blueblueblueredblueblue","1  1  1  0  1  1",48,55,"blue","blue","blue","red","blue","blue"
"77",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,8157.80000000447,"red",6,0,"js-scroll-button-response-revised",156,2,1,65,50,65,65,65,55,"redredredredbluered","0  0  0  0  1  0",20,19.1739130434783,"red","red","red","red","blue","red"
"78",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,9498.20000000298,"red",6,0,"js-scroll-button-response-revised",158,2,1,55,65,65,50,50,55,"redredblueblueredred","0  0  1  1  0  0",33,40.0990099009901,"red","red","blue","blue","red","red"
"79",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,9467.10000000149,"red",6,0,"js-scroll-button-response-revised",160,2,1,50,50,55,65,65,65,"redblueredblueredblue","0  1  0  1  0  1",50,60.3092783505155,"red","blue","red","blue","red","blue"
"80",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,8828.89999999851,"blue",6,1,"js-scroll-button-response-revised",162,2,1,50,55,50,55,55,55,"redredblueredblueblue","0  0  1  0  1  1",67,50,"red","red","blue","red","blue","blue"
"81",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,29082.1999999955,"red",6,0,"js-scroll-button-response-revised",165,3,1,50,55,50,55,50,50,"redredredredredblue","0  0  0  0  0  1",13,40.0990099009901,"red","red","red","red","red","blue"
"82",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,10029.3999999985,"blue",6,1,"js-scroll-button-response-revised",167,3,1,50,50,65,55,50,65,"redredblueredredblue","0  0  1  0  0  1",36,73.8349514563107,"red","red","blue","red","red","blue"
"83",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,13528.299999997,"blue",6,1,"js-scroll-button-response-revised",169,3,1,50,55,55,55,55,55,"redblueblueredblueblue","0  1  1  0  1  1",73,64.6116504854369,"red","blue","blue","red","blue","blue"
"84",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,20035.5,"blue",6,1,"js-scroll-button-response-revised",171,3,1,50,55,55,55,55,55,"blueblueredblueblueblue","1  1  0  1  1  1",72,64.6116504854369,"blue","blue","red","blue","blue","blue"
"85",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,23148.299999997,"red",6,0,"js-scroll-button-response-revised",173,3,1,65,65,55,50,65,55,"blueredblueredbluered","1  0  1  0  1  0",22,65,"blue","red","blue","red","blue","red"
"86",14575480,"Button0Red",1,"{""Source1"": 0.50, ""Source2"": 0.55, ""Source3"": 0.65}",40,7,6,6,8194.5,"red",6,0,"js-scroll-button-response-revised",175,3,1,65,50,50,50,55,65,"redredredblueredred","0  0  0  1  0  0",44,19.1739130434783,"red","red","red","blue","red","red"
